text,rating,dormitory_id,user_id,,,,,,,,,,,,,,,,,,,,,,
ชอบที่มีตู้กดน้ำ-ขนมตรงชั้นล่างแบบสะดวกมากๆ แม่บ้านทำความสะอาดดี หอไม่มีกลิ่นอับเลย,5,USER297,DORM27,,,,,,,,,,,,,,,,,,,,,,
หอนี้คือสบายมาก มีพื้นที่ส่วนกลางให้นั่งทำงานหรืออ่านหนังสือตอนกลางคืน มีปลั๊กไฟ โต๊ะดีๆ ไว้ให้ครบเลย,5,USER150,DORM235,,,,,,,,,,,,,,,,,,,,,,
ระบบคีย์การ์ดแน่นหนาดีครับ กล้องเยอะมาก ตอนแฟนมาหาก็ไม่ต้องกลัวอะไร ห้องสะอาด เจ้าของดูแลดี,5,USER324,DORM312,,,,,,,,,,,,,,,,,,,,,,
ชั้นบนสุดวิวดีมาก ตอนเย็นออกไปยืนรับลมคือฟีลดีสุด หอเงียบ คนอยู่ไม่เยอะดี เหมาะกับคนชอบความเป็นส่วนตัว,5,USER140,DORM132,,,,,,,,,,,,,,,,,,,,,,
ผมอยู่คนเดียว รู้สึกปลอดภัย มีรปภ.เวียนมาตลอด แม่บ้านเก็บขยะให้ทุกวัน ห้องน้ำสะอาด ห้องไม่มีกลิ่นอับเลย,5,USER413,DORM415,,,,,,,,,,,,,,,,,,,,,,
อยู่ที่นี่แล้วไม่อยากย้ายเลย ห้องใหญ่ แอร์เย็น ทีวีติดผนังคือดีมาก ที่นอนนุ่มหลับสบาย ตื่นสายทุกวัน 555,5,USER494,DORM295,,,,,,,,,,,,,,,,,,,,,,
หอนี้มีที่จอดรถเยอะมาก ไม่ต้องแย่งกันจอดเลย ขนาดมาดึกยังมีที่ให้จอด เจ้าของหอใจดีสุดๆ,5,USER114,DORM456,,,,,,,,,,,,,,,,,,,,,,
อยู่มา 2 ปีแล้ว หอไม่มีปัญหาอะไรเลย ค่าน้ำค่าไฟก็คิดตามจริงไม่บวกเพิ่ม ราคาดีมากเมื่อเทียบกับหออื่น,5,USER491,DORM348,,,,,,,,,,,,,,,,,,,,,,
มีเครื่องซักผ้าหยอดเหรียญทุกชั้น ไม่ต้องไปแย่งกับใคร สะดวกมาก หอมีกลิ่นหอมอ่อนๆ ตลอดเวลา น่าจะเพราะแม่บ้านทำความสะอาดดี,5,USER267,DORM122,,,,,,,,,,,,,,,,,,,,,,
หอไม่ใหญ่มากแต่บรรยากาศอบอุ่นดี ห้องไม่อับ มีกลิ่นหอมตลอดเวลา มีพัดลมดูดอากาศด้วยเลยไม่เหม็นอับเลย,4,USER500,DORM54,,,,,,,,,,,,,,,,,,,,,,
ผนังบางไปนิด บางทีได้ยินเสียงข้างห้อง แต่ห้องสะอาด เจ้าของบริการดี คุ้มราคานะโดยรวม,4,USER8,DORM339,,,,,,,,,,,,,,,,,,,,,,
Wi-Fi บางวันอืดไปหน่อย โดยเฉพาะตอนเย็นที่คนใช้เยอะ แต่ห้องสะอาด แม่บ้านดูแลดี ระบบอื่นๆ โอเคหมด,4,USER51,DORM288,,,,,,,,,,,,,,,,,,,,,,
ไม่มีลิฟต์ ถ้าอยู่ชั้น 5 จะเหนื่อยมาก แต่ห้องใหม่ สะอาด เจ้าของใจดี แก้ปัญหาไว,4,USER400,DORM52,,,,,,,,,,,,,,,,,,,,,,
หอพักโดยรวมดี มีเครื่องซักผ้าหยอดเหรียญ น้ำแรงดี แอร์เย็นแต่เสียงดังไปหน่อย,4,USER23,DORM143,,,,,,,,,,,,,,,,,,,,,,
อยู่หอนี้แล้วมีความสุขดีครับ ระบบทุกอย่างโอเค แต่บางทีห้องน้ำไม่ค่อยสะอาดถ้าอยู่กับรูมเมตต้องจัดการกันเอง,4,USER192,DORM148,,,,,,,,,,,,,,,,,,,,,,
ห้องใหญ่พอประมาณ มีเฟอร์นิเจอร์ครบ แต่ตู้เสื้อผ้าค่อนข้างเล็ก พอใช้ได้กับราคา,4,USER475,DORM151,,,,,,,,,,,,,,,,,,,,,,
ไฟทางเดินบางทีเปิดไม่ครบ ทำให้ตอนกลับห้องดึกๆ รู้สึกหลอนเล็กน้อย แต่ห้องดีมาก สะอาดน่าอยู่,4,USER201,DORM490,,,,,,,,,,,,,,,,,,,,,,
ระบบคีย์การ์ดมีปัญหาบ่อย ต้องแจ้งรีเซต แต่เจ้าของดูแลดี ซ่อมเร็ว หออยู่ใกล้ร้านอาหารเยอะดี,4,USER81,DORM140,,,,,,,,,,,,,,,,,,,,,,
ห้องโอเคเลย แต่อยากให้มีตู้เย็นที่ใหญ่กว่านี้หน่อย แบ่งกันใช้กับรูมเมตแล้วไม่พอ,4,USER324,DORM82,,,,,,,,,,,,,,,,,,,,,,
Wi-Fi แรงมาก แต่บางวันแอร์มีเสียงดังจนต้องปิดแล้วเปิดใหม่หลายรอบ แต่ห้องสะอาดดีอยู่,4,USER207,DORM206,,,,,,,,,,,,,,,,,,,,,,
ห้องดี อยู่สบาย เฟอร์ครบ แต่ม่านบางไปหน่อย ตอนเช้าแดดเข้าแรง ถ้าเพิ่มม่านทึบให้จะดีมาก,4,USER164,DORM357,,,,,,,,,,,,,,,,,,,,,,
ทุกอย่างโอเค ยกเว้นที่จอดรถไม่พอ ถ้ากลับหอค่ำต้องจอดไกล แต่ห้องสะอาด เงียบดี,4,USER104,DORM317,,,,,,,,,,,,,,,,,,,,,,
แอร์เย็นเจี๊ยบ น้ำแรงดี แต่พื้นห้องบางจุดลื่นมาก ต้องคอยระวังเวลาเดิน,4,USER292,DORM94,,,,,,,,,,,,,,,,,,,,,,
พอใช้ได้ในราคานี้ ห้องไม่แคบเกินไป แต่ห้องน้ำเก่าแล้ว ถ้ารีโนเวทหน่อยจะดีมากๆ,4,USER229,DORM41,,,,,,,,,,,,,,,,,,,,,,
อยู่หอมาหลายเดือนแล้ว ไม่มีปัญหาใหญ่ แต่เสียงข้างห้องได้ยินบ้าง ต้องเปิดเพลงกลบ 555,3,USER131,DORM453,,,,,,,,,,,,,,,,,,,,,,
ห้องโอเคมาก เงียบ สะอาด แม่บ้านมาทุกวัน แต่ที่จอดรถแคบไปนิดนึง,4,USER190,DORM393,,,,,,,,,,,,,,,,,,,,,,
ห่วยแตกสุดๆ แจ้งซ่อมไฟตั้งแต่ต้นเดือน จนตอนนี้ยังไม่มาเลย อยู่ไปก็เครียด เสียสุขภาพจิต,1,USER460,DORM145,,,,,,,,,,,,,,,,,,,,,,
อยู่สบายค่ะ แต่ห้องน้ำไม่มีเครื่องทำน้ำอุ่น เสียใจนิดหน่อยหน้าหนาวนี้,3,USER314,DORM316,,,,,,,,,,,,,,,,,,,,,,
ที่นี่สบายมาก มีทุกอย่างครบ แม่บ้านทำความสะอาดดี เจ้าของหอใจดี อยู่มา 2 ปีแล้วประทับใจสุดๆ,5,USER49,DORM215,,,,,,,,,,,,,,,,,,,,,,
ชอบตรงที่มีพื้นที่ซักล้างแยกจากห้องน้ำ ทำให้ห้องไม่เหม็นอับเลย,4,USER348,DORM281,,,,,,,,,,,,,,,,,,,,,,
หอพักดูดี ห้องใหม่แต่ผนังบางมาก ได้ยินเสียงเปิดโทรศัพท์จากข้างห้องชัดมาก,2,USER418,DORM457,,,,,,,,,,,,,,,,,,,,,,
หอนี้พังทุกอย่าง ประตูหลุดก็ไม่มีใครซ่อมให้ เดินไปบอกก็บอกให้รออย่างเดียว รอจนจะจบเทอมแล้วจ้า,1,USER272,DORM12,,,,,,,,,,,,,,,,,,,,,,
พออยู่ได้ ราคาถูกดี แต่ไม่ได้สะอาดขนาดนั้น ต้องทำความสะอาดเองเยอะ,3,USER216,DORM459,,,,,,,,,,,,,,,,,,,,,,
Wi-Fi ช้ามากตอนเย็น เล่นเกมแทบไม่ได้ เซ็งสุด แต่ห้องใหญ่ดี,2,USER252,DORM339,,,,,,,,,,,,,,,,,,,,,,
แอร์เย็นดี น้ำแรง ชอบที่มีร้านอาหารใกล้ๆ อยู่มาแล้วไม่มีปัญหาอะไรเลยค่ะ,5,USER232,DORM257,,,,,,,,,,,,,,,,,,,,,,
ห้องสวยดีแต่ฝุ่นเยอะมาก เหมือนไม่ได้ทำความสะอาดให้ก่อนเข้าพัก,2,USER203,DORM177,,,,,,,,,,,,,,,,,,,,,,
ห้องใหม่ สะอาด มีระเบียงให้ออกไปนั่งเล่นตอนเย็น ฟีลดี,5,USER28,DORM135,,,,,,,,,,,,,,,,,,,,,,
อยู่มา 3 เดือนละ ชอบสุดคือแม่บ้านน่ารักมาก แอร์เย็นแบบเปิดพัดลมไม่ต้องเลย Wi-Fi ก็ดีมาก ดู Netflix 4K ไม่มีกระตุก แถมใกล้ร้านชาบูเดินไป 3 นาทีถึง ใครอยู่สายกินจะรักมาก,5,USER490,DORM122,,,,,,,,,,,,,,,,,,,,,,
พยายามทนอยู่เพราะถูก แต่ห้องน้ำคือพัง น้ำรั่วประจำ แจ้งไปก็แค่บอกว่ารอช่าง ไม่มีช่างมาสักที ชักโครกหลุดตั้งแต่สัปดาห์แรกอยู่ยันเดือนที่สาม สุดท้ายย้ายออก ไม่คืนค่าประกันอีกต่างหาก,1,USER196,DORM31,,,,,,,,,,,,,,,,,,,,,,
หอใกล้มอ เดินแค่ 7 นาทีถึงคณะ ห้องเล็กหน่อยแต่มีตู้เย็น เตียงใหญ่ พอใจแล้วสำหรับราคานี้,4,USER245,DORM183,,,,,,,,,,,,,,,,,,,,,,
จะไม่อยู่ที่นี่อีกแล้ว เสียดายเงินมากๆ ทุกอย่างดูดีแค่ภายนอก แต่พออยู่จริงคือพังตั้งแต่ไฟหลอดแรก ยันระบบอินเทอร์เน็ตที่เน่า ใช้ hotspot ตัวเองยังเร็วกว่า โคตรไม่โอเค!!,1,USER238,DORM78,,,,,,,,,,,,,,,,,,,,,,
แอร์เย็นไวมากกก น้ำแรงสะใจ มีร้านกาแฟข้างล่าง เปิดเพลงเพราะดี นั่งอ่านหนังสือชิวๆ ได้เลย,5,USER315,DORM129,,,,,,,,,,,,,,,,,,,,,,
อยู่ที่นี่มา 2 ปีเต็ม สะดวกมาก อยู่ใกล้ตลาด ร้านสะดวกซื้อ 7-11 เดิน 2 นาทีก็ถึง ที่จอดรถเยอะ ระบบคีย์การ์ดปลอดภัย กล้องวงจรปิดทั้งตึก ที่ประทับใจที่สุดคือห้องน้ำสะอาดตลอดเวลา มีพนักงานมาทำความสะอาดแทบทุกวันแบบไม่ต้องร้องขอ อยู่แล้วสบายใจมาก,5,USER79,DORM272,,,,,,,,,,,,,,,,,,,,,,
หอพักเหมือนจะดี แต่พอเข้าอยู่จริงคือเรื่องเยอะมากๆ เจ้าของหอพูดจาไม่ดี ตอนเข้าทำสัญญาพูดอีกแบบ แต่พออยู่จริงกฎจุกจิกสารพัด แล้วชอบหักเงินค่าประกันแบบมั่วซั่ว บอกว่าผ้าเช็ดเท้าไม่อยู่ที่เดิม หักไป 100 คืออะไรอะ??,1,USER328,DORM470,,,,,,,,,,,,,,,,,,,,,,
น้ำในห้องน้ำบางวันก็แรงดี บางวันก็ไหลเบาเหมือนหยดน้ำตา ไฟในห้องกระพริบเองตอนตีสองทุกคืน หรือนี่คือความลึกลับบางอย่าง...,2,USER196,DORM254,,,,,,,,,,,,,,,,,,,,,,
อยู่แล้วเฉยๆ ห้องไม่ได้แย่ แต่ก็ไม่ได้ดีมาก ฝุ่นเยอะถ้าไม่ได้เช็ดเองบ่อยๆ,3,USER392,DORM54,,,,,,,,,,,,,,,,,,,,,,
หอพักนี่ดีตรงที่มีสวนเล็กๆ ข้างตึก เอาไว้นั่งชิลเวลาคิดอะไรไม่ออก ตอนเย็นๆ มีลมพัดเบาๆ ฟีลดีมาก ห้องก็โอเค มีไวไฟให้ใช้ฟรี แต่อย่าไปคาดหวังว่าเร็วมาก,4,USER377,DORM230,,,,,,,,,,,,,,,,,,,,,,
ดีหมดทุกอย่าง แต่เพื่อนข้างห้องเสียงดังมาก แจ้งหอแล้วก็เงียบ ไม่มีการจัดการอะไรเลย สุดท้ายต้องไปเคาะประตูเองแล้วก็ทะเลาะกัน,2,USER417,DORM299,,,,,,,,,,,,,,,,,,,,,,
ราคาถูกดี ห้องกลางๆ ไม่ได้หรูแต่ก็ไม่แย่ อยู่ได้ไม่ทุกข์ ไม่สุขมาก ถือว่าโอเค,3,USER106,DORM10,,,,,,,,,,,,,,,,,,,,,,
"หอนี้คือคำว่า ""ดูดีแต่รูป"" จริงๆ ห้องเหม็นอับ เปิดแอร์ก็ไม่ช่วยอะไร แม่บ้านมาแค่ช่วงทำความสะอาดตอนเช็คเอาท์ ไม่ได้มีมาทำความสะอาดห้องระหว่างอยู่นะ อย่าหลงคิดผิด!!",1,USER53,DORM37,,,,,,,,,,,,,,,,,,,,,,
ห้องอยู่ชั้น 5 ไม่มีลิฟต์ ขึ้นลงวันละ 3 รอบ กล้ามขาแน่นไปอีก แต่วิวจากหน้าระเบียงคือดีมาก ยอมใจวิว,4,USER65,DORM166,,,,,,,,,,,,,,,,,,,,,,
อินเตอร์เน็ตที่นี่คือหลุดทุกชั่วโมง ต้อง reconnect ใหม่ตลอด ทั้งที่จ่ายค่าหอพร้อมเน็ตแล้ว จะให้อยู่แล้วเรียนออนไลน์ได้ยังไง?,1,USER269,DORM1,,,,,,,,,,,,,,,,,,,,,,
อยู่ที่นี่แล้วรู้สึกว่าเหมือนได้พักผ่อนจริงๆ เงียบสงบ ห้องโปร่งโล่ง แสงธรรมชาติเข้าทั้งวัน ไม่ต้องเปิดไฟตอนกลางวันเลย ดีต่อใจมาก,5,USER273,DORM329,,,,,,,,,,,,,,,,,,,,,,
"เคยโทรไปแจ้งว่าไฟไม่ติดในครัว เจ้าของหอบอกว่า ""อยู่แบบนี้ไปก่อนนะ น้องยังมีไฟในห้องอยู่"" คือ???",1,USER41,DORM414,,,,,,,,,,,,,,,,,,,,,,
ตอนแรกดูรูปในเว็บนึกว่าจะห้องใหม่ สภาพจริงคือคนละเรื่องเลย เฟอร์นิเจอร์พัง สีลอก ผ้าม่านขาด มีคราบสนิมตามขาโต๊ะ สกปรกมาก,2,USER340,DORM96,,,,,,,,,,,,,,,,,,,,,,
ชอบห้องน้ำมาก เป็นแบบแยกเปียกแห้ง มีที่วางของเยอะ ไม่ต้องกลัวสบู่หล่น,4,USER179,DORM228,,,,,,,,,,,,,,,,,,,,,,
ห้องเหม็นชื้นตั้งแต่วันแรก อยู่ยังไงให้จมูกตันทุกเช้า ถามจริง,2,USER353,DORM75,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ดีมากค่ะ ห้องสะอาด แอร์เย็นดีมาก Wi-Fi เสถียรสุดๆ มีร้านอาหารเยอะใกล้ๆ ด้วยค่ะ แต่มีข้อเสียคือน้ำอุ่นบางทีก็ไม่ค่อยอุ่นดีนะคะ แต่ก็ถือว่าโอเคครับ,4,USER266,DORM465,,,,,,,,,,,,,,,,,,,,,,
ย้ายเข้ามาอยู่ได้ประมาณเดือนนึงแล้ว ห้องดีนะคะ พอใช้ได้ ระบบรักษาความปลอดภัยโอเค ปลอดภัย แต่บริการหลังการขายของพนักงานไม่ค่อยดี โทรหาก็ไม่ค่อยตอบบ้าง 😒,2,USER379,DORM45,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้เป็นตัวเลือกที่ดีค่ะ ราคาคุ้มค่ากับสิ่งที่ได้รับ การทำความสะอาดก็ทำได้ดี ระบบเข้าหอและระบบความปลอดภัยน่าเชื่อถือ ที่สำคัญคือเงียบสงบ เหมาะสำหรับคนที่ไม่ชอบเสียงดังค่ะ,5,USER231,DORM201,,,,,,,,,,,,,,,,,,,,,,
หอพักเหมาะสำหรับคนที่รักความสงบ แต่ผมไม่ค่อยพอใจกับการเช็คอินที่ใช้เวลานานไปหน่อย ระบบคีย์การ์ดมักจะมีปัญหาบ่อยๆ บางครั้งก็ไม่สามารถเข้าได้ทันที,3,USER104,DORM247,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้มีข้อดีหลายอย่างเลยค่ะ แอร์เย็นดี ระบบ Wi-Fi ดีมาก แต่ที่ไม่ชอบคือเครื่องซักผ้าหยอดเหรียญขาดแคลนบ่อยมาก ต้องรอคิวอยู่หลายครั้งกว่าจะได้ใช้,3,USER48,DORM165,,,,,,,,,,,,,,,,,,,,,,
ห้องพักสะอาดค่ะ ทุกอย่างเรียบร้อยดี แต่มีปัญหาคือห้องน้ำมันมีกลิ่นเหม็นที่ต้องรอซ่อมหลายครั้ง ก็น่าจะปรับปรุงในส่วนนี้นะคะ,2,USER85,DORM295,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้มีข้อดีคืออยู่ใกล้มหาวิทยาลัยเดินไปแค่ 5 นาทีเท่านั้น ห้องพักสะอาด แอร์เย็น ระบบอินเตอร์เน็ตเร็ว แต่บางครั้งก็มีเสียงดังจากเพื่อนบ้านบ้าง,4,USER49,DORM464,,,,,,,,,,,,,,,,,,,,,,
อึดอัดสุดๆ ห้องน้ำไม่ค่อยสะอาด ห้องเล็กมาก แอร์ก็เย็นไม่ดีเลย สุดท้ายคือต้องย้ายออกทันทีหลังจากที่อยู่มาแค่เดือนเดียว,1,USER137,DORM222,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ค่อนข้างดีค่ะ ระบบรักษาความปลอดภัยดีมาก ทำให้รู้สึกปลอดภัยตลอดเวลา แต่บริการจากพนักงานหอพักบางทีก็ไม่ค่อยดี ต้องรอคอยนานเวลามีปัญหา,3,USER376,DORM437,,,,,,,,,,,,,,,,,,,,,,
แม่บ้านมาทำความสะอาดทุกวัน ห้องสะอาดมากๆ ระบบความปลอดภัยดี มีพนักงานรักษาความปลอดภัยตลอด 24 ชั่วโมงเลยค่ะ นี่แหละคือหอที่ทุกคนต้องการ!,5,USER337,DORM137,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้โอเคนะคะ ใกล้ร้านสะดวกซื้อ มีระบบ Wi-Fi ที่เร็วมาก แต่เครื่องซักผ้าหยอดเหรียญน้อยไปหน่อย บางทีต้องรอนานถึงจะได้ใช้,4,USER45,DORM129,,,,,,,,,,,,,,,,,,,,,,
ห้องเล็กไปหน่อย ห้องน้ำก็มีปัญหานิดหน่อยเรื่องน้ำร้อน ใช้ได้บ้างไม่ได้บ้าง แต่ก็ถือว่าอยู่ได้ค่ะ คิดว่าเหมาะสำหรับคนที่อยู่แค่ระยะสั้นๆ,3,USER162,DORM16,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ราคาไม่แพง ระบบรักษาความปลอดภัยดี แม่บ้านก็สะอาดดีค่ะ แต่บางทีทำความสะอาดไม่ทันเวลาเท่าไหร่ น้ำไหลช้าไปหน่อย เลยต้องรอทำน้ำร้อนบ่อยๆ,3,USER149,DORM396,,,,,,,,,,,,,,,,,,,,,,
แอร์เย็นสุดๆ ทำงานดีมากค่ะ ระบบอินเตอร์เน็ตเร็วเหมือนกัน แต่มีปัญหาคือห้องน้ำบางทีกลิ่นไม่ดีเท่าไหร่ ต้องแจ้งแม่บ้านแล้วเขาจะมาทำให้ใหม่,4,USER241,DORM118,,,,,,,,,,,,,,,,,,,,,,
ระบบรักษาความปลอดภัยดีมาก แต่ห้องน้ำมีปัญหานิดหน่อย น้ำร้อนบางครั้งก็ไม่ค่อยไหล รู้สึกเสียเวลาไปหลายรอบในการแจ้งซ่อม,2,USER171,DORM128,,,,,,,,,,,,,,,,,,,,,,
ค่อนข้างพอใจในระดับหนึ่งค่ะ ห้องสะอาดมากๆ แต่ปัญหาคือห้องน้ำไม่ค่อยสะอาดเท่าไหร่ เวลาใช้งานก็ค่อนข้างไม่สะดวก ต้องแจ้งให้แม่บ้านทำความสะอาดบ่อยๆ,3,USER242,DORM23,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ตั้งอยู่ในทำเลที่ดีมาก ใกล้ร้านอาหารหลายแห่ง แต่ขอแนะนำว่าให้ปรับปรุงเรื่องระบบน้ำหน่อยค่ะ ใช้เวลานานในการอาบน้ำมากกว่าที่ควรจะเป็น,2,USER433,DORM104,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ดีมากค่ะ ห้องสะอาด พนักงานรักษาความปลอดภัยตลอด 24 ชั่วโมง ประทับใจมากค่ะ โดยรวมถือว่าเป็นตัวเลือกที่ดีเลยที่เดียว 👍,5,USER378,DORM295,,,,,,,,,,,,,,,,,,,,,,
ห้องไม่สะอาดเท่าที่ควรค่ะ น้ำประปาช้ามาก ต้องรอหลายรอบเลย นอกจากนั้นก็โอเคนะคะ รักษาความปลอดภัยดี แม่บ้านก็ทำความสะอาดประจำ,2,USER166,DORM464,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ดีมากค่ะ เงียบสงบ เหมาะสำหรับคนที่ชอบความเป็นส่วนตัว ที่สำคัญคือระบบรักษาความปลอดภัยดีเยี่ยมค่ะ แต่ก็มีบางวันที่เสียงจากห้องข้างๆ น่ารำคาญ 😅,4,USER41,DORM272,,,,,,,,,,,,,,,,,,,,,,
ห้องกว้างสะอาดดีค่ะ ราคาก็ไม่แพงเท่าไหร่ แต่ห้องน้ำไม่ค่อยดี น้ำร้อนใช้ไม่ได้บ่อยมาก ต้องรอให้ช่างมาซ่อมหลายครั้ง ก็คงต้องปรับปรุงในจุดนี้หน่อย,3,USER206,DORM318,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ตั้งอยู่ในทำเลที่ดีค่ะ แต่ระบบ Wi-Fi บางครั้งไม่เสถียรเลย เวลาใช้ดูหนังหรือทำงานบางครั้งก็มีการสะดุดหลายครั้ง มีปัญหาเรื่องนี้อยู่บ่อยๆ,2,USER58,DORM481,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ดีมากค่ะ ห้องสะอาด พนักงานทุกคนใจดี แต่มีข้อเสียคือบางครั้งมีเสียงดังจากห้องข้างๆ ตอนกลางคืนทำให้นอนไม่ค่อยหลับครับ,4,USER311,DORM462,,,,,,,,,,,,,,,,,,,,,,
ห้องกว้างสะอาดมากค่ะ แต่น้ำประปาช้ามากเวลาอาบน้ำ บางทีต้องรอนานกว่าจะได้น้ำที่ไหลดีขึ้น เสียเวลาไปเยอะเลยค่ะ,3,USER75,DORM174,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ตั้งอยู่ในทำเลที่ดีมากค่ะ ใกล้ร้านอาหารและสถานีรถไฟฟ้าเลย มีความสะดวกสบายในชีวิตประจำวัน แต่มีเสียงจากเพื่อนบ้านบางครั้ง,4,USER110,DORM240,,,,,,,,,,,,,,,,,,,,,,
บรรยากาศดีมากค่ะ แต่ไม่ชอบตรงที่บางครั้งแม่บ้านทำความสะอาดไม่ถึงในบางจุด บางทีห้องน้ำก็มีคราบน้ำที่ไม่สะอาดพอ,2,USER66,DORM497,,,,,,,,,,,,,,,,,,,,,,
ห้องเล็กไปหน่อย แต่น่ารักและสะอาดนะคะ ที่สำคัญมีระบบรักษาความปลอดภัยดีมาก รู้สึกปลอดภัยสุดๆ แอร์ก็เย็นดี แต่เสียงจากข้างๆ น่ารำคาญไปหน่อย,3,USER173,DORM15,,,,,,,,,,,,,,,,,,,,,,
หอพักดีค่ะ ห้องสะอาดมาก ระบบรักษาความปลอดภัยดีมากค่ะ แต่บางครั้ง Wi-Fi ก็ช้าเวลาใช้เน็ต ดูซีรีส์หรือทำงานก็มักจะสะดุดบ่อยๆ,3,USER462,DORM274,,,,,,,,,,,,,,,,,,,,,,
ห้องพักสะอาดดีค่ะ แต่มีปัญหากับเสียงจากเพื่อนบ้านที่ดังมากตอนกลางคืน บางทีก็รบกวนการนอนของเรา ต้องปรับปรุงในส่วนนี้นะคะ,2,USER204,DORM270,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ดีค่ะ ราคาถูก ห้องสะอาด แอร์เย็น ระบบ Wi-Fi ก็แรงดี แต่ขอให้ปรับปรุงเรื่องเสียงหน่อยค่ะ บางทีห้องข้างๆ ค่อนข้างเสียงดังตอนดึกๆ,4,USER414,DORM424,,,,,,,,,,,,,,,,,,,,,,
หอพักนี้ค่อนข้างสะอาด แต่ปัญหาคือระบบน้ำร้อนไม่ค่อยดี ต้องแจ้งซ่อมหลายครั้ง น้ำบางครั้งก็ไม่ร้อนพอที่จะใช้ได้,2,USER361,DORM337,,,,,,,,,,,,,,,,,,,,,,
